nombre,cif,fecha_inicio,ultimo_anyo,ventas_euros,n_empleados,provincia,ciudad,calle,lon,lat,codigo_descripcion,codigo,descripcion,pagina_web,telefono,descripcion_adecuada,x1,x2,grupo,etiqueta
ZAUSAN INNOVACION TECNOLOGICA SOCIEDAD LIMITADA,B98227820,2010-02-24,2024-12-31,497885,2,Valencia,SAGUNT/SAGUNTO,"AVENIDA JERONIMO ROURE, 43 - 2 1 TORRE PONIENTE",-0.22693,39.65553,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"La sociedad tiene por objeto: Actividades de programacion y emision de radio y television. Telecomunicaciones por cable, inalambricas y/ o satelite, asi como otras actividades de telecomunicaciones. Programacion, consultoria y otras actividades relacionadas con la informatica. Programacion, consultor.",www.zausan.com,+34 96/0119254,sociedad objeto actividades programacion emision radio television telecomunicación cable inalambrica satelite actividad telecomunicación programacion consultoria actividad relacionado informatica programacion consultor,14.601151,3.2873611,0,0_servicio_actividad_objeto_desarrollo
XUQUER TELECOM SL.,B96850375,1999-04-07,2024-12-31,497814,8,Valencia,ALZIRA,"AVENIDA LLIBERTAT D'ENSENYANÇA, 6",-0.4274,39.16287,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,"Comercialización de artículos y prestación de servicios relacionados con la actividad de las tiendas y distribución de accesorios telefónicos, distribución de telefonía móvil, fija, internet y datos, y venta de objetos o programas relacionados con la informática e internet, así como su reparación, m.",www.xuquertelecom.com,+34 96/2017652,comercialización artículo prestación servicio relacionado actividad tienda distribución accesorio telefónico distribución telefonía móvil fijo internet dato venta objeto programa relacionado informática internet reparación,11.475233,4.194916,0,0_servicio_actividad_objeto_desarrollo
AKRA INFORMATICA COOP V,F54531173,2010-11-22,2022-12-31,497463,-1,Alicante,ALICANTE/ALACANT,"AVENIDA DOCTOR RAMON Y CAJAL, 8 - ESCALERA 1 7º",-0.48826,38.34001,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Actividades informaticas,www.akrainformatica.com,+34 96/5985032,actividad informatica,14.882688,1.4511847,0,0_servicio_actividad_objeto_desarrollo
AVORA COCINAS SOCIEDAD LIMITADA.,B98536634,2013-05-03,2024-12-31,496962,3,Valencia,TORRENT,"CALLE CAMI REIAL, 122 - BJ",-0.48094,39.43357,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"La sociedad tiene por objeto la fabricación de mobiliario de madera para el hogar y comercio al por menor tanto mobiliario como de aparatos de uso doméstico. Las actividades integrantes del objeto social podrán ser realizadas, total o parcialmente, de modo indirecto, mediante la titularidad de accio",,,sociedad objeto fabricación mobiliario madera hogar comercio menor mobiliario aparato doméstico actividad integrante objeto social realizar parcialmente indirecto titularidad accio,15.039415,4.516971,0,0_servicio_actividad_objeto_desarrollo
CITEC INGENIERIA CONTROL Y MEDIO AMBIENTE SLL.,B12905386,2013-03-22,2023-12-31,496790,5,Castellón,CASTELLO DE LA PLANA,"AVENIDA CHATELLERAULT, 11",-0.03536,39.97659,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Proyectos-estudios medio ambiente, acústicos, geotécnicos, dirección obra, seguridad, salud, control proyectos-ejecución obras, materiales, pruebas servicio, eficiencia energética, patologías-estudios seguridad estructuras, asistencia técnica edificaciones-obra civil, asistencia transporte viajeros carretera",www.citecsl.com,+34 96/4031016,proyectos-estudio ambiente acústico geotécnico dirección obro seguridad salud control proyectos-ejecución obra material prueba servicio eficiencia energético patologías-estudio seguridad estructura asistencia técnico edificaciones-obra civil asistencia transporte viajero carretera,10.294599,2.6097333,0,0_servicio_actividad_objeto_desarrollo
TRIPLE CHERRY SOCIEDAD LIMITADA.,B40534364,2018-10-24,2024-12-31,496711,12,Valencia,VALENCIA,"CALLE DEL SERPIS, 68 - 1 7",-0.34241443,39.47396691,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"La Sociedad tendrá por objeto las siguientes actividades: La programación, diseño, desarrollo y explotación de soluciones tecnológicas, aplicaciones informáticas, videojuegos y otros contenidos digitales",www.3cherry.com,,sociedad objeto siguiente actividad programación diseño desarrollo explotación solución tecnológico aplicación informático videojuego contenido digital,14.173494,4.34833,0,0_servicio_actividad_objeto_desarrollo
LINCE GESTION ACTIVOS SL.,B87980058,2018-01-19,2024-12-31,496484,4,Valencia,VALENCIA,"CL GRAN VIA DEL MARQUES DEL TURIA, 9",-0.37318,39.46543,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"Prestación de servicios de asesoría, gestoría y consultoría empresarial (Código CNAE 7022). Tales como: . Asesoramiento en materia mercantil, laboral, contable y fiscal a empresas y profesionales. Obtención de análisis periódicos de los estados financieros a partir de datos contables, etc",,,prestación servicio asesoría gestoría consultoría empresarial código cnae asesoramiento materia mercantil laboral contable fiscal empresa profesional obtención análisis periódico financiero dato contable,11.679597,0.44771174,0,0_servicio_actividad_objeto_desarrollo
CACELMAN INVEST SOCIEDAD LIMITADA.,B12991881,2017-07-10,2022-12-31,495867,2,Castellón,CASTELLO DE LA PLANA,"CALLE JUAN HERRERA, 12 - ENT",-0.03209,39.9928,Actividades de consultoría de gestión empresarial,7022.0,Contabilidad y gestión a otras empresas. Gestión empresarial. Comercio inmobiliario en general. Gestión de comunidades de propietarios. Fincas rústicas y urbanas. Arrendamientos -salvo financiero- Comisión y comercio de firmas. Administración de patrimonios. Valores mobiliarios,,,contabilidad gestión empresa gestión empresarial comercio inmobiliario general gestión comunidad propietario finca rústico urbano arrendamientos -salvo comisión comercio firma administración patrimonio valores mobiliario,10.030261,-0.78739613,3,3_gestión_contabilidad_administración_prestar
CIPTA SPAIN SL.,B42581249,2018-05-30,2023-12-31,495596,5,Alicante,CATRAL,"CAMINO ARROBA DE HORNOS, 141",-0.78936,38.1438,Actividades de consultoría de gestión empresarial,7022.0,"a. La explotación de servicios hoteleros, hosteleros, discotecas y otros servicios relacionados con la restauración gastronómica y espectáculos públicos. b. La compraventa e intermediación de toda clase de fincas rústicas y urbanas, la promoción y construcción sobre las mismas de toda clase de edi.",www.restaurantelaherradura.com,+34 96/6721078,explotación servicio hotelero hostelero discoteca servicio relacionado restauración gastronómico espectáculo público compraventa intermediación clase finca rústico urbano promoción construcción clase,9.636088,2.2074704,0,0_servicio_actividad_objeto_desarrollo
AWEN ERIA GROUP SL,B12857595,2010-12-21,2024-12-31,495487,14,Castellón,BENICASSIM/BENICASIM,"CALLE DOCTOR FLEMING, 110",0.03898,40.01906,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"1. Mantenimiento informático, desarrollo de software, programación y diseño de páginas web, consultoría de seguridad, alojamiento de páginas web, laintermediación en peritaje informático. 2. Publicidad, marketing y organización de eventos",,,mantenimiento informático desarrollo software programación diseño página consultoría seguridad alojamiento página laintermediación peritaje informático publicidad marketing organización evento,12.191707,3.1587274,0,0_servicio_actividad_objeto_desarrollo
MOVA STRATEGY SL.,B54879341,2015-08-27,2023-12-31,495484,8,Alicante,ELX/ELCHE,"AVENIDA COMUNITAT VALENCIANA, 1 - ENTRESUE",-0.70067,38.2654,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Otras actividades de consultoría de gestión empresarial,www.movastrategy.es,+34 96/6092955,actividad consultoría gestión empresarial,11.617992,-1.7117968,1,1_gestión_empresarial_consultoría_explotación
BE REBEL STUDIO SL.,B04976627,2021-03-18,2024-12-31,495226,10,Valencia,GUADASSUAR,"CALLE GRAN VIA, 93 - ESC 1 1",-0.47618,39.18857,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"Actividad principal: 62.01 / Actividades de programación informática. Otras actividades: 68.20 / Alquiler de bienes inmobiliarios por cuenta propia, 62.02 / Actividades de consultoría informática, 63.11 / Proceso de datos, hosting y actividades relacionadas, 41.10 / Promoción inmobiliaria, 47.99 / O",www.berebel.studio,+34 96/0835396,actividad principal 62.01 actividades programación informático actividad 68.20 alquiler bien inmobiliario actividades consultoría informático 63.11 proceso dato hosting actividad relacionado promoción inmobiliario 47.99,14.182767,1.744756,0,0_servicio_actividad_objeto_desarrollo
INVEST GROUP INVESTIGACION DE MERCADOS SL,B96957014,2000-02-15,2022-12-31,495052,10,Valencia,BURJASSOT,"AVENIDA ENRIC VALOR, 3 - 3 PTA 305 B",-0.40428002,39.50193171,Estudio de mercado y realización de encuestas de opinión pública,7320.0,"LA SOCIEDAD TENDRA POR OBJETO. LA INVESTIGACION DE MERCADOS. LA COMUNICACION, PROMOCION Y MARKETING. LA ORGANIZACION DE EVENTOS Y PRODUCCIONES AUDIOVISUALES. LA REALIZACION DE ESTUDIOS DE MERCADO Y LOS SISTEMAS DE INFORM",www.invest-group.com,+34 96/3826370,sociedad tendro objeto investigacion mercados comunicacion promocion marketing organizacion eventos producción audiovisuales realizacion estudio mercado sistemas inform,13.93521,4.219725,0,0_servicio_actividad_objeto_desarrollo
CONSULTORES SOSTENIBLES SL PROFESIONAL,B97359764,2003-07-11,2023-12-31,494516,1,Castellón,LA VALL D'UIXO,"PLAZA LA PAZ, 2 - 1",-0.23269235,39.82352185,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,LA ACTIVIDAD PROPIA DE LOS PROFESIONALES DE LA ARQUITECTURA Y LA INGENIERIA.,www.consultoressostenibles.es,,actividad profesionales arquitectura ingenieria,7.2042565,2.5373175,0,0_servicio_actividad_objeto_desarrollo
VXLAB DESIGN MANAGEMENT SOCIEDAD LIMITADA.,B12973491,2016-07-06,2024-12-31,493736,5,Castellón,CASTELLO DE LA PLANA,"CALLE BULEVAR VICENTE BLASCO IBAÑEZ, 36 - PISO 1 F",-0.02429368,39.99108515,Actividades de diseño especializado,7410.0,"Asesoría y consultoría en materia de marketing. Diseño en general. Actividad principal. La importación y exportación, compraventa y distribución al por mayor y al por menor de toda clase de productos, y la intermediación en el comercio a título de comisionista",,+34 96/4240306,asesoría consultoría materia marketing diseño general actividad principal importación exportación compraventa distribución menor clase producto intermediación comercio título comisionista,11.928571,1.8707862,0,0_servicio_actividad_objeto_desarrollo
EQUIPOS INFORMATICOS ERONET SOCIEDAD LIMITADA,B96645437,1997-04-28,2024-12-31,493262,3,Valencia,ALZIRA,"CALLE MAJOR SANTA CATERINA, 24 - BJ",-0.43978,39.15173,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,CNAE 6110: Telecomunicaciones por cable. CNAE 6120: Telecomunicaciones inalámbricas. CNAE 6130: Telecomunicaciones por satélite. CNAE 6190: Otras actividades de telecomunicaciones. CNAE 6201: Actividades de programación informática. CNAE 6202: Actividades de consultoría informática. CNAE 6203: Gest.,www.deuxal.es,+34 96/2442063,cnae telecomunicaciones cable 6120 telecomunicaciones inalámbrica telecomunicaciones satélite 6190 actividad telecomunicación cnae 6201 actividades programación informático 6202 actividades consultoría informático 6203 gest,8.980892,5.9117785,0,0_servicio_actividad_objeto_desarrollo
ELETTRONICA SANTERNO ESPAÑA SL,B12816336,2009-02-27,2013-12-31,493253,4,Castellón,CASTELLO DE LA PLANA,"CALLE RONDA MIJARES, 98 - ENT IZ",-0.04351,39.98355,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,"COMERCIO, IMPORTACION Y EXPORTACION DE EQUIPOS ELECTRICOS, ELECTRONICOS Y MECANICOS Y DE MOTORES ELECTRICOS, INVERSORES, TRANSFORMADORES, ARRANCADORES -SOFT-STARTERS-Y ACCESORIOS. REPARACION, MANTENIMIENTO, Y SERVICIOS R",,,comercio importacion exportacion equipos electricos electronicos mecanicos motores electricos inversores transformadores arrancador -soft-starters-y accesorios reparacion mantenimiento servicios,12.096938,6.298551,0,0_servicio_actividad_objeto_desarrollo
NESDI S.L.,B53154134,1996-12-05,2024-12-31,492789,4,Alicante,IBI,"AVENIDA PROVINCIA, 2 - - PISO 1ºC",-0.58334596,38.61881452,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"LA COMPRA Y VENTA DE EQUIPOS Y PROGRAMAS INFORMATICOS, PRESTACION DE SERVICIOS DE ASESORIA INFORMATICA, CONSULTORIA INFORMATICA, FORMACION DE PERSONAL, MANTENIMIENTO Y REPARACION DE EQUIPOS Y PROGRAMAS.",www.nesdi.net,+34 96/5551412,compra venta equipos programas informaticos prestacion servicios asesoria informatica consultoria informatica formacion personal mantenimiento reparacion equipos programas,10.639637,5.6349874,0,0_servicio_actividad_objeto_desarrollo
IMPERIA SCM CONSULTING SOCIEDAD LIMITADA.,B40554891,2019-01-16,2023-12-31,492533,18,Valencia,VALENCIA,"AVENIDA MANUEL DE FALLA, 12 - DUP ESC A 1",-0.40277,39.47535,Actividades de consultoría de gestión empresarial,7022.0,Otras actividades de consultoría de gestión empresarial,www.imperiascm.com,,actividad consultoría gestión empresarial,11.619186,-1.7162105,1,1_gestión_empresarial_consultoría_explotación
FOQUS LB SL,B97552509,2005-02-02,2024-12-31,492054,4,Valencia,VALENCIA,"CALLE CREU ROJA, 1 - BL 2 LOC PS 03",-0.41339,39.46149,Actividades de consultoría de gestión empresarial,7022.0,Asesoría comercial y de negocio para empresas.,www.foqus.es,+34 96/3332448,asesoer comercial negocio empresa,11.60961,7.80635,0,0_servicio_actividad_objeto_desarrollo
IGMDENIA SOLUCIONES SL.,B53438396,2000-02-24,2023-12-31,491740,1,Alicante,DENIA,"CALLE LLIBER, 3 - BJ",0.10008,38.84159,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,"A) EL COMERCIO AL POR MAYOR Y MENOR, LA INTERMEDIACION, LA IMPORTACION Y EXPORTACION DE MAQUINAS Y MATERIAL RELACIONADO CON ORDENADORES Y PROGRAMAS PARA LOS MISMOS, APARATOS ELECTRICOS Y ELECTRONICOS, DE TELEFONIA MOVIL",www.igmdenia.es,+34 96/5781224,comercio menor intermediacion importacion exportacion maquinas material relacionado ordenadores programas aparatos electricos electronicos telefonia,12.241741,6.364083,0,0_servicio_actividad_objeto_desarrollo
INTELDATA INTELIGENCIA DE NEGOCIOS SL.,B98384738,2011-10-07,2024-12-31,491670,6,Valencia,VALENCIA,"CALLE MORATIN, 14 - 3",-0.37566,39.47055,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,"La sociedad tiene por objeto los servicios de consultoria informática, asicomo la fabricación, importación, exportación, la intermediación y el comercio al por mayor y menor de máquinas y material relacionado con ordenadores y programas para los mismos, aparatos eléctricos y electrónicos, telefon",,,sociedad objeto servicio consultoria informático asicomo fabricación importación exportación intermediación comercio menor máquina material relacionado ordenador programa aparato eléctrico electrónico telefon,12.284662,6.293887,0,0_servicio_actividad_objeto_desarrollo
SANTA BARBARA SMART HEALTH SOCIEDAD LIMITADA.,B13264684,1997-07-08,2023-12-31,491400,7,Valencia,PATERNA,"CALLE CATEDRATICO DR.AGUSTIN ESCARDINO BENLLOC (PQ. CIENTI), 9",-0.4239061,39.5146057,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"Esta sociedad tiene por objeto toda clase de servicios sanitarios asistenciales en general, realizados bien a domicilio, tales como Asistencia Hospitalaria a Domicilio, Diálisis Peritoneal y Domiciliaria, Oxigenoterapia, Aerosolterapia, Diagnóstico y tratamiento de las Apneas del Sueño y Diagnóstico.",,,sociedad objeto clase servicio sanitario asistencial general realizado domicilio asistencia hospitalaria domicilio diálisis peritoneal domiciliaria oxigenoterapia aerosolterapia diagnóstico tratamiento apneas sueño diagnóstico,14.496248,3.6468182,0,0_servicio_actividad_objeto_desarrollo
BRAVE SQUAD GAMES STUDIO SOCIEDAD LIMITADA.,B02792893,2020-11-10,2024-12-31,491284,21,Valencia,VALENCIA,"CALLE DEL MESTRE VALLS, 42 - 23",-0.34083,39.46668,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"la programación, diseño, desarrollo y explotación de soluciones tecnológicas, aplicaciones informáticas, videojuegos y otros contenidos digitales",www.bravezebra.com,,programación diseño desarrollo explotación solución tecnológico aplicación informático videojuego contenido digital,12.636576,3.8097973,0,0_servicio_actividad_objeto_desarrollo
LINK INTERNET COMUNICACIONES SOCIEDAD LIMITADA.,B98496425,2012-12-11,2020-12-31,490387,4,Valencia,GODELLA,"AVENIDA GUILLEM TATAY, 22 - 7",-0.43377,39.53059,Otras actividades de telecomunicaciones,6190.0,"1. Comercio al por mayor y al por menor. Distribución comercial. Importación y exportación. 2. Prestación de servicios. Actividades de gestión y administración. Servicios educativos, sanitarios, de ocio y entretenimiento. 3. Información y comunicaciones. 4. Informática, telecomunicaciones y ofimátic",www.linkinternet.es,,comercio menor distribución comercial importación exportación prestación servicio actividad gestión administración servicio educativo sanitario ocio entretenimiento información comunicación informática telecomunicación ofimátic,12.658974,6.8302016,0,0_servicio_actividad_objeto_desarrollo
MBD 2005 SL.,B12962163,2015-12-29,2024-12-31,490308,5,Castellón,BENICARLO,"CALLE DE RAMON Y CAJAL, 28",0.42005,40.4191,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"La compra y venta de equipos informáticos, reparación, programación, confección de páginas web e impartición de cursos relacionados con la informática",,+34 96/4472554,compra venta equipo informático reparación programación confección página impartición curso relacionado informática,10.855542,5.4393773,0,0_servicio_actividad_objeto_desarrollo
INFO & LOGIC VALENCIA SL,B96963970,2000-03-01,2024-12-31,490035,1,Valencia,CATARROJA,"AVENIDA RAMON Y CAJAL, 86 - BJ",-0.40183,39.40686,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"LA VENTA DE EQUIPOS, COMPONENTES Y PROPIEDAD INTELECTUAL INFORMATICOS, PROGRAMACION, DISENO Y ASESORAMIENTO INFORMATICO.",,,venta equipos componente propiedad intelectual informaticos programacion diseno asesoramiento informatico,10.553926,5.756489,0,0_servicio_actividad_objeto_desarrollo
TELECMOTICA SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA,B98354343,2011-05-27,2024-12-31,489541,6,Valencia,BENIPARRELL,"CAMINO RACO, 3 - NAVE 10",-0.41137,39.38246,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"-Proyectos, certificaciones e instalaciones Eléctricas, de Telecomunicaciones y de Automatización de Procesos. -Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico. -Prestación de servicios de análisis de procesos y programación de equipos electrónicos. -Pr",,,-proyecto certificación instalación eléctricas telecomunicaciones automatización procesos -servicio técnico ingeniería actividad relacionado asesoramiento técnico -prestación servicio análisis proceso programación equipo electrónico,9.261593,3.9202468,0,0_servicio_actividad_objeto_desarrollo
CASTELLA MESTRE SLP,B03311461,1987-12-22,2023-12-31,488802,8,Alicante,ALACANT/ALICANTE,"CALLE ASTURIAS, 6",-0.50944,38.34371,Actividades de consultoría de gestión empresarial,7022.0,"La intermediación, canalización o comunicación entre el cliente, con quien se mantendrá la titularidad de la relación jurídica y los profesionales personas físicas o jurídicas que desarrollarán efectivamente las actividades profesionales de servicios profesionales de Titulados Mercantiles y Empresar.",www.cmasesoresalicante.es,+34 96/5107760,intermediación canalización comunicación cliente mantener titularidad relación jurídico profesional persona físico jurídica desarrollar efectivamente actividad profesional servicio profesional titulados mercantiles empresar,7.938492,2.0372634,-1,-1_control_publicidad_elaboracion_profesional
CERAMIC CONNECTION A.I.E.,V44539419,2020-03-31,2022-12-31,488496,1,Castellón,ONDA,"AVENIDA DEL MEDITERRANI, 138",-0.18777529,39.95247785,Actividades de consultoría de gestión empresarial,7022.0,"Facilitar el desarrollo o mejorar los resultados de la actividad de sus socios, sin ánimo de lucro, a través de la actividad de coordinar las distintas actividades de sus miembros en materia de marketing, Comercio al por menor, diseño y asistencia técnica a la industria cerámica, dando lugar a una.",,,facilitar desarrollo mejorar resultado actividad socio ánimo lucro actividad coordinar actividad miembro materia marketing comercio menor diseño asistencia técnico industria cerámico lugar,12.404985,6.970136,0,0_servicio_actividad_objeto_desarrollo
INVESTIGACION TECNOLOGIA Y EDUCACION NUEVOS MEDIOS SL,B53451324,2000-03-30,2024-12-31,488019,4,Alicante,ELCHE/ELX,"AVENIDA DOLORES (EN), 11",-0.697155,38.256493,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,LA INVESTIGACION Y DESARROLLO DE TECNOLOGIAS PARA LA EDUCACION. LA PRODUCCION DE SOFTWARE E.A.O. ENSENANZA ASISTIDA POR ORDENADOR EL DESARROLLO DE MANUALES. MATERIALES Y SISTEMAS TANTO PARA LA ALFABETIZACION DE ESTA EN L,www.itenm.es,,investigacion desarrollo tecnologias educacion produccion software e.a.o. ensenanza asistida ordenador desarrollo manuales materiales sistemas alfabetizacion,12.501404,4.2435427,0,0_servicio_actividad_objeto_desarrollo
GARCIA MOLLAR ENGINYERS SL.,B12714507,2006-03-23,2024-12-31,487959,7,Castellón,LA VALL D'UIXO,"CALLE JUAN VIRUELA CARRERES, 61 - B",-0.2255,39.82199,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,LA ACTIVIDAD PROPIA DE LOS PROFESIONALES DE INGENIERIA INDUSTRIAL.,www.gmesl.es,+34 96/4697756,actividad profesionales ingenieria industrial,7.1826673,2.52827,0,0_servicio_actividad_objeto_desarrollo
SERVICIOS CASTELLANO MORENO RAUSELL SL.,B98899537,2017-03-09,2024-12-31,487303,4,Valencia,MUSEROS,"CALLE PINTOR SOROLLA, 18 - BJ",-0.33671,39.56225,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"La sociedad tiene por objeto el desarrollo de las siguientes actividades: La intermediación en la confección y elaboración de proyectos, informes, certificados y estudios de arquitectura, ingeniería, urbanismo, medioambiente y energéticos; en estudios, asistencias técnicas, proyectos y dirección de",,,sociedad objeto desarrollo siguiente actividad intermediación confección elaboración proyecto informe certificado estudio arquitectura ingeniería urbanismo medioambiente energético estudio asistencia técnico proyecto dirección,14.085695,3.983806,0,0_servicio_actividad_objeto_desarrollo
DEVSTAT SERVICIOS DE CONSULTORIA ESTADISTICA SL,B97421754,2004-01-02,2024-12-31,486957,6,Valencia,VALENCIA,"CALLE DE L'ALMIRALL CADARSO, 26",-0.36751,39.46445,Actividades de consultoría de gestión empresarial,7022.0,Servicios de consultoría en general.,www.devstat.com,+34 96/0590080,servicio consultoría general,6.9561925,3.870472,0,0_servicio_actividad_objeto_desarrollo
DESARROLLOS DE SISTEMAS DE COMUNICACIONES SL,B80438088,1992-10-09,2024-12-31,486095,3,Alicante,LA NUCIA,"CALLE GUADALEST, 21 - LOC 25",-0.13012,38.60677,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"LA PRESTACION DE SERVICIOS DE ESTUDIO Y ANALISIS DE PROCESOS PARA SU TRATAMIENTO INFORMATICO, DE PROGRAMACION PARA EQUIPOS ELECTRONICOS E INFORMATICOS DE REGISTRO DE DATOS EN SOPORTES DE ENTRADA PARA ORDENADORES.",www.descom.es,+34 96/5861024,prestacion servicios estudio analisis procesos tratamiento informatico programacion equipos electronicos informaticos registro datos soportes entrada ordenadores,11.262155,3.082324,0,0_servicio_actividad_objeto_desarrollo
AMG INTERIM MANAGERS SL.,B54911789,2016-01-29,2024-12-31,485890,-1,Alicante,ALICANTE/ALACANT,"AVENIDA MAISONNAVE, 28 - BIS 4",-0.49201,38.3435,Actividades de consultoría de gestión empresarial,7022.0,"La prestación de servicios de asesoramiento, consultoría y formación a empresas y particulares en materia económica, financiera, de gestión, organización y administración así como de carácter contable, tributario, social, laboral, mercantil, jurídico, urbanístico y de mercados del sector inmobiliari",www.amginterim.com,+34 96/6377981,prestación servicio asesoramiento consultoría formación empresa particular materia económico financiero gestión organización administración carácter contable tributario social laboral mercantil jurídico urbanístico mercado sector inmobiliari,11.53778,0.75835973,0,0_servicio_actividad_objeto_desarrollo
GTPHONE TELECOMUNICATIONS SL.,B09854613,2022-03-03,2023-12-31,485557,-1,Alicante,ELCHE/ELX,"CALLE ASP, 44 - 2 D",-0.70117,38.26275,Otras actividades de telecomunicaciones,6190.0,Otras actividades de telecomunicaciones,,,actividad telecomunicación,8.966683,5.9290094,0,0_servicio_actividad_objeto_desarrollo
SECUOYA BUSINESS SL.,B54748652,2013-11-27,2023-12-31,485479,3,Alicante,NOVELDA,"AVENIDA POETA AUSIAS MARCH, 30",-0.76339,38.38118,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"a) Actividades relativas a la explotación del negocio de la hostelería, mediante toda clase de servicios de bar, cafetería, cervecería, restaurante, salón de banquetes, pub, discoteca, sala de fiestas, hotel, catering, ciber-café y cualquier otra de carácter similar; b) La adquisición, tenencia, dis",,,actividades relativo explotación negocio hostelería clase servicio cafetería cervecería restaurante salón banquete discoteca sala fiesta hotel catering ciber-café carácter similar adquisición tenencia,9.646924,2.4816067,0,0_servicio_actividad_objeto_desarrollo
ASESORAMIENTO INTEGRAL AGRONOMICO SL.,B54573399,2011-06-27,2023-12-31,485094,-1,Alicante,ORIHUELA,"CALLE EL ALGARROBO (TORREMENDO), 9",-0.86713,37.99241,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"por objeto principal la realización de actividades técnicas de apoyo a la agricultura. Además también tendrá por objeto: Control de producciones agrícolas y agroalimentarias. Conservar, producir, transformar, distribuir, transportar, y vender en mercados interiores y exteriores, productos provenient.",,+34 96/5368844,objeto principal realización actividad técnico apoyo agricultura objeto control producción agrícola agroalimentario conservar producir transformar distribuir transportar vender mercado interior exteriores producto provenient,14.62584,4.837254,0,0_servicio_actividad_objeto_desarrollo
ASOMA INTERIORES SOCIEDAD LIMITADA.,B01871458,2020-08-26,2024-12-31,484948,2,Valencia,VALENCIA,"CALLE DEL REAL DE GANDIA, 1 - BJ",-0.35487,39.48482,Actividades de diseño especializado,7410.0,Actividades de diseño especializado,,,actividad diseño especializado,14.613974,2.1410165,0,0_servicio_actividad_objeto_desarrollo
VYSAN COMPONENTES ELECTRONICOS SL,B54791967,2014-06-12,2023-12-31,484888,4,Alicante,VILLENA,CALLE PINTOR LUIS GARCIA,-0.86951,38.63887,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,"El comercio al por mayor y al por menor de material e instalaciones de aparatos eléctricos, radioléctricos y otros aparatos de uso doméstico",,+34 96/6154455,comercio menor material instalación aparato eléctrico radioléctrico aparato doméstico,10.052895,7.7042837,0,0_servicio_actividad_objeto_desarrollo
SCORPORA TECNO APP SL,B55167340,2013-04-09,2024-12-31,484448,11,Alicante,ORIHUELA,"CALLE FRANCISCO TORMO DE HARO, 8 - PISO 1 B",-0.95112,38.08142,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"La creación, modificación, mantenimiento, desarrollo y venta de software yhardware, asesoramiento, asistencia técnica, formación, programación y desarrollo de aplicaciones informáticas, páginas web y otros",www.scorpora.eu,+34 61/6495080,creación modificación mantenimiento desarrollo venta software yhardware asesoramiento asistencia técnico formación programación desarrollo aplicación informático página,11.241036,5.285163,0,0_servicio_actividad_objeto_desarrollo
VITRIKO SL,B54537915,2010-12-29,2023-12-31,484041,1,Alicante,ALACANT/ALICANTE,"AVENIDA EUSEBIO SEMPERE, 9 - PISO 1 D",-0.4918,38.33898,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"Consultoría Tecnológica, Ingenería de Telecomunicaciones e Informática, compra-venta de hardware y software al por mayor y por menor, importación y exportación de material electrónico e informático, servicios informáticos y tecnológicos a empresas y particulares, consultoría de seguridad, gestión de",www.vitriko.eu,+34 96/6101989,consultoría tecnológica ingenería telecomunicaciones informática compra-vento hardware software menor importación exportación material electrónico informático servicio informático tecnológico empresa particular consultoría seguridad gestión,12.549743,3.155062,0,0_servicio_actividad_objeto_desarrollo
