nombre,cif,fecha_inicio,ultimo_anyo,ventas_euros,n_empleados,provincia,ciudad,calle,lon,lat,codigo_descripcion,codigo,descripcion,pagina_web,telefono,descripcion_adecuada,x1,x2,grupo,etiqueta
MACAYA CONSULTING AND TRADING SL,B12812277,2009-01-13,2024-12-31,208708,2,Castellón,CASTELLO DE LA PLANA,"PLAZA AULAS, 10 - 6",-0.03563,39.98797,Actividades de consultoría de gestión empresarial,7022.0,"-Los servicios de consultoría y asesoramiento a empresas y personas físicas y la realización de estudios de mercado. La intermediación en la prestación de servicios de asesoramiento contable, fiscal, financiero, laboral y de administración en general, excluidas las actividades expresamente reservada.",,,servicio consultoría asesoramiento empresa persona físico realización estudio mercado intermediación prestación servicio asesoramiento contable fiscal financiero laboral administración general excluir actividad expresamente reservado,11.625763,0.88585204,0,0_servicio_actividad_objeto_desarrollo
CAPALSON SL.,B98487788,2012-11-05,2021-12-31,208592,2,Valencia,VALENCIA,"CALLE CIRIL AMOROS, 27 - 4 LOC AB",-0.37239,39.46702,Actividades de consultoría de gestión empresarial,7022.0,"a) Sin contenido inscribible. b) Sin contenido inscribible. c) Comprar, vender o permutar fincas de cualquier clase o naturaleza, realizar por cuentapropia o ajena toda clase de obras o construcciones, promover comunidades de edificación y promover la producción de suelo urbanizado, en general, pra",,,contenido inscribible contenido inscribible comprar vender permutar finca clase naturaleza cuentapropia ajena clase obra construcción promover comunidad edificación promover producción suelo urbanizado general,9.322228,1.2571672,0,0_servicio_actividad_objeto_desarrollo
EUROPEENNE DE NEGOCE VIVARTE SOCIEDAD POR ACCIONES SIMPLIFICADA SUCURSAL EN ESPAÑA.,N0012415F,1997-07-14,2001-08-31,208566,4,Alicante,ALICANTE/ALACANT,"CALLE DOCTOR JUST, 12 - BJ",-0.49739,38.34209,Estudio de mercado y realización de encuestas de opinión pública,7320.0,"FABRICACION, COMPRA Y ALMACENAMIENTO DE ZAPATOS Y ARTICULOS DE CALZADOS Y ROPA.",,,fabricacion compra almacenamiento zapatos articulos calzados ropa,12.316307,5.749939,0,0_servicio_actividad_objeto_desarrollo
INICIATIVAS INFORMATICAS Y DE COMUNICACION SL,B97975825,2007-12-10,2024-12-31,208563,2,Valencia,SAGUNT/SAGUNTO,"CALLE DE LUIS CUADAU MARCO, 5 - 15 TORRE A",0.0,0.0,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"LA INVESTIGACION Y DESARROLLO DE SOFTWARE, PAGINAS WEB, TECNOLOGIAS, PRODUCTOS APLICADOS A LA INDUSTRIA, ADMINISTRACION Y USUARIO FINAL, EXPLOTACION DE LOS PRODUCTOS Y TECNOLOGIAS DESARROLLADOS MEDIANTE PUBLICIDAD EMBEBI",,+34 65/6557282,investigacion desarrollo software paginas tecnologias producto aplicado industria administracion usuario explotacion producto tecnologias desarrollados publicidad embebi,12.507156,4.0214815,0,0_servicio_actividad_objeto_desarrollo
EFFICAX CONSULTING INTEGRAL SOCIEDAD LIMITADA.,B97243018,2002-08-01,2024-12-31,208497,2,Valencia,L'ALQUERIA DE LA COMTESSA,"CALLE NOU, 24",-0.15262,38.9369,Actividades de consultoría de gestión empresarial,7022.0,"La sociedad tendrá por objeto la prestación de servicios de consultoría de gestión a empresas y de servicios en el ámbito contable, fiscal, laboral y servicios de gestión administrativa. Asimismo podrá desarrollar proyectos relacionados con la elaboración de informes de mercado, marketing y publicid.",,,sociedad objeto prestación servicio consultoría gestión empresa servicio ámbito contable fiscal laboral servicio gestión administrativo asimismo desarrollar proyecto relacionado elaboración informe mercado marketing publicid,14.692486,3.7707105,0,0_servicio_actividad_objeto_desarrollo
BOIX SUMINISTROS SL,B12412821,1995-10-23,2024-12-31,208400,2,Castellón,NULES,"CALLE SAN BARTOLOME, 134 - BJ",-0.16085,39.85082,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,LA COPIA DE DOCUMENTOS CON MAQUINAS FOTOCOPIADORAS ASI COMO LA COMPRAVENTAS IMPORTACION EN SU CASO DE MAQUINARIA Y UTILLAJE DE TODO TIPO PARA OFICINAS E INDUSTRIAS.,,,copia documento maquina fotocopiadoras compraventas importacion caso maquinaria utillaje tipo oficina industrias,12.217228,6.4908357,0,0_servicio_actividad_objeto_desarrollo
INFRASTRUCTURE IN MOTION CONSULTING SOCIEDAD LIMITADA.,B13779533,2023-05-12,2023-12-31,208308,1,Castellón,BENICASSIM/BENICASIM,"AVENIDA GIMENO TOMAS, 6 - 2",0.05156,40.03877,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Elaboración de proyectos que requieran estudios técnicos de ingeniería en el sector de la infraestructura y generación de proyectos. Los estudios geofísicos, geológicos o sísmicos. La realización de estudios geodésicos: Las actividades de topografía. La realización de estudios hidrológicos. La reali",,,elaboración proyecto requeír estudio técnico ingeniería sector infraestructura generación proyecto estudio geofísico geológico sísmico realización estudio geodésico actividad topografía realización estudio hidrológico reali,10.117882,2.7002714,0,0_servicio_actividad_objeto_desarrollo
BES ENGINEERING EUROPE SL.,B87741450,2017-01-19,2023-12-31,208120,3,Valencia,VALENCIA,"CALLE ESCULTOR ALFRED TORAN I OLMOS, 9 - ESC A 7 20",-0.35074149,39.45946974,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"PRESTACION DE CONSULTA Y SERVICIOS DE INGENIERIA INTEGRADA. APLICACION DE PLANIFICACION PRELIMINAR, DEFINITIVA Y EJECUTIVA, DIRECCION DE LOS TRABAJOS..",,,prestacion consulta servicios ingenieria integrada aplicacion planificacion preliminar definitiva ejecutiva direccion trabajo,8.830256,2.9424498,0,0_servicio_actividad_objeto_desarrollo
BUSINESS TO DEV SL.,B66882333,2016-11-16,2024-12-31,208097,1,Valencia,PICASSENT,"CALLE MESTRE RAMIREZ, 2",-0.45846,39.36704,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,"ACTIVIDAD PRINCIPAL: CNAE 6202 ACTIVIDADES DE CONSULTORIA INFORMATICA OTRAS ACTIVIDADES: COMERCIALIZACION DE PRODUCTOS DE SOFTWARE, PROPIOS Y DE TERCEROS.LOS SERVICIOS DE APOYO A LA IMPLANTACION DE PRODUCTOS DE SOFTWARE,ETC",www.b2dev.es,,actividad principal cnae actividades consultoria informatico actividad comercializacion producto software terceros.los servicios apoyo implantacion producto software,13.9588785,1.7584672,0,0_servicio_actividad_objeto_desarrollo
LA DESPENSA DE VALDES SL.,B01670140,2020-06-26,2024-12-31,208015,1,Alicante,TORREVIEJA,"CALLE PATRICIO PEREZ, 20 - PISO 4 A",-0.68442,37.97746,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",4791.0,"La compraventa, distribución y comercialización de cítricos, así como su manipulación, corte y envasado, y posterior venta en el mercado nacional e internacional",,+34 96/6288008,compraventa distribución comercialización cítrico manipulación corte envasado posterior venta mercado nacional internacional,11.296295,4.7804227,0,0_servicio_actividad_objeto_desarrollo
PROGRAMES COMPONENTS I SERVEIS SL,B12455143,1997-07-11,2024-12-31,208007,1,Castellón,VILA-REAL,"CALLE ERMITA, 170",-0.10522,39.94436,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"COMERCIALIZACION, VENTA SERVICIO TECNICO Y POSTVENTA, DE MATERIAL INFORMATICO DE TODO TIPO. EL MONTAJE DE EQUIPOS E INSTALACIONES, FORMACION DE PERSONAL INDIVIDUALIZADA O POR GRUPOS, ASESORAMIENTO A EMPRESAS Y PARTICULAR",www.pcserveis.es,,comercializacion venta servicio tecnico postventa material informatico tipo montaje equipos instalación formacion personal individualizada grupos asesoramiento empresas particular,11.43039,5.337608,0,0_servicio_actividad_objeto_desarrollo
LUCIENT DATA SA.,A54101977,2006-02-27,2023-12-31,207979,2,Alicante,ALACANT/ALICANTE,"CALLE ITALIA (BA), 22",-0.49122,38.34049,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,Servicios de Consultoría informática.,www.lucient.com,+34 68/0451759,servicio consultoría informático,13.8871765,0.024239346,0,0_servicio_actividad_objeto_desarrollo
M S OFICINA PROYECTOS S.L.,B96619259,1997-02-06,2024-12-31,207945,4,Valencia,VALENCIA,"CALLE DE SANT VICENT MARTIR, 186 - 3º",-0.38332,39.45979,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"OFICINA DE PROYECTOS DE INGENIERIA TECNICA INDUSTRIAL, CON LA INTERVENCION DE LOS PROFESIONALES EXIGIDOS POR LA LEGISLACION VIGENTE.",www.msoficina.com,,oficina proyecto ingenieria tecnico industrial intervencion profesionales exigidos legislacion vigente,8.515099,3.6129742,0,0_servicio_actividad_objeto_desarrollo
EVEN AMBIENTAL SOCIEDAD LIMITADA.,B98867187,2016-11-04,2023-12-31,207816,1,Valencia,RIBA-ROJA DE TURIA,"CALLE MONTE, 18",-0.56727,39.54513,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,La sociedad tiene por objeto el desarrollo de las actividades correspondientes a los siguientes códigos y descripciones de la Clasificación Nacional de Actividades Económicas: Actividad principal: 71.12 / Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,www.eevenn.com/contacto,+34 96/0480596,sociedad objeto desarrollo actividad correspondiente siguiente código descripción clasificación nacional actividades económicas actividad principal servicios técnico ingeniería actividad relacionado asesoramiento técnico,15.261739,3.319141,0,0_servicio_actividad_objeto_desarrollo
WENALYZE SL.,B88000427,2018-01-09,2022-12-31,207725,14,Valencia,VALENCIA,"CL ALVARO DE BAZAN, (GOHUB), 10",-0.36293,39.48113,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"El desarrollo y la aplicación de resultados científicos o tecnológicos a la generación de productos, procesos o servicios innovadores con alta carga tecnológica, especialmente en el campo del aprendizaje automático, analítica de datos y la gestión de datos a gran escala",www.wenalyze.com,+34 96/3318766,desarrollo aplicación resultado científico tecnológico generación producto proceso servicio innovador alto carga tecnológico especialmente campo aprendizaje automático analítico dato gestión dato escala,13.195472,4.364966,0,0_servicio_actividad_objeto_desarrollo
DOOWEBS DEV SOCIEDAD LIMITADA.,B01929470,2020-09-15,2023-12-31,207706,3,Valencia,VALENCIA,"CALLE MARTINEZ CUBELLS, 4 - 1",-0.37472,39.46823,"Programación, consultoría y otras actividades relacionadas con la informática",6203.0,"- Como actividad principal es la de Gestión de recursos informáticos (CNAE 6203). - Ejercitará, además como otras actividades complementarias, la prestación de servicios de consultoría y programación de programas y análisis informático, el diseño, desarrollos e implantación de páginas web, alojamien",www.doowebs.com,,actividad principal gestión recurso informático cnae ejercitar actividad complementario prestación servicio consultoría programación programa análisis informático diseño desarrollo implantación página alojamien,13.773094,1.800896,0,0_servicio_actividad_objeto_desarrollo
GESTEC-VIDEO SL,B53654331,2002-05-15,2023-12-31,207661,2,Alicante,BENEIXAMA,"CALLE SAN JOSE, 44",-0.76651,38.70192,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,LA ADQUISICION DE MATERIAL INFORMATICO PARA SU VENTA Y DISTRIBUCION A EMPRESAS Y PARTICULARES.,www.gestec-video.com,+34 96/5822568,adquisicion material informatico venta distribucion empresas particular,10.528596,6.080733,0,0_servicio_actividad_objeto_desarrollo
EDINA DISEÑO WEB SOCIEDAD LIMITADA.,B98416860,2012-02-03,2022-12-31,207660,5,Valencia,VALENCIA,"CALLE SALVADOR TUSSET, 14 - BJ",-0.39483,39.49527,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"1. El diseño, creación, alojamiento y mantenimiento de páginas web. 2. La divulgación y creación de todo tipo de publicidad en internet. Alojamiento en servidores de Internet. Programación a medida. 3. El montaje, instalación y mantenimiento de sistemas y equipos informáticos. 4. La fabricación,",www.edina.es,,diseño creación alojamiento mantenimiento página divulgación creación tipo publicidad internet alojamiento servidor internet programación medida montaje instalación mantenimiento sistema equipo informático fabricación,11.957533,3.2053769,0,0_servicio_actividad_objeto_desarrollo
NEWNEEDS CONSULTING SL.,B54679584,2013-01-04,2024-12-31,207587,1,Alicante,ALCOI/ALCOY,"AVENIDA ALAMEDA CAMILO SESTO, 49 - L 1",-0.47766,38.70181,Estudio de mercado y realización de encuestas de opinión pública,7320.0,"La actuación como sociedad holding, pudiendo al efecto constituir o participar, en concepto de socio o accionista, en otras sociedades, cualquiera que sea su naturaleza u objeto, incluso en asociaciones y empresas civiles, mediante la suscripción o adquisición y tenencia de acciones o participacione.",www.newneeds.com,+34 96/5272380,actuación sociedad holding poder efecto constituir participar concepto socio accionista sociedad naturaleza objeto asociación empresa civil suscripción adquisición tenencia acción participacionir,15.249018,4.3216653,0,0_servicio_actividad_objeto_desarrollo
PLANEAMIENTO VIAL PV7 SRL,B97225387,2002-05-27,2024-12-31,207586,2,Valencia,VALENCIA,"CALLE GUILLEM DE CASTRO, 73",-0.38397,39.47132,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"REDACCION DE PROYECTOS, ANTEPROYECTOS, ESTUDIOS PREVIOS, PLIEGOS DE BASES, VALORACIONES Y OTROS ESTUDIOS DE INGENIERIA, ARQUITECTURA Y URBANISMO, DENTRO DE LA LEGISLACION VIGENTE PARA LOS MISMOS, ASI COMO LA DIRECCION DE",www.pvial7.es,,redaccion proyecto anteproyecto estudios previos pliegos bases valoración estudio ingenieria arquitectura urbanismo legislacion vigente direccion,9.781772,2.6306014,0,0_servicio_actividad_objeto_desarrollo
LOS SEÑORES DEL SISTEMA SOCIEDAD LIMITADA.,B12902615,2013-01-30,2024-12-31,207333,-1,Castellón,CASTELLO DE LA PLANA,"PASEO DE LA UNIVERSIDAD, 23 - ESC 5 BJ",-0.06048,39.99167,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"Creacion, gestión, comercio de hardware y software en sistemas informáticos, y el comercio de dichas actividades.Organizacion de ferias y convenciones.Participar en concursos de administraciones públicas.Gestion y creacion de paginas web.Aplicaciones informáticas.Consultoría informatica.",,,creacion gestión comercio hardware software sistema informático comercio dicho actividad organizacion feria convención participar concurso administración público gestion creacion pagina aplicación informático consultoría informatico,12.144937,3.4640286,0,0_servicio_actividad_objeto_desarrollo
VISTACTIVA DE ALARMAS Y SEGURIDAD SOCIEDAD LIMITADA.,B98599178,2014-01-02,2023-12-31,206734,4,Valencia,ONTINYENT,"CALLE DE PIUS XII, 15 - BJ",-0.60109,38.82418,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,La prestación de servicios de sistemas de seguridad -CNAE 8020-,,,prestación servicio sistema seguridad,13.429993,2.599953,0,0_servicio_actividad_objeto_desarrollo
